BuildingID,MeterID,MeterName,MeterUnits,EnergyType,EnergyCost,EnergyReading,StartDate,EndDate
1796186,8932,101026002,Therm,,13.16,,2013-08-05T00:00:00,2013-09-06T00:00:00
1796186,8932,101026002,Therm,,281.27,304,2014-03-04T00:00:00,2014-04-03T00:00:00
1796186,8932,101026002,Therm,,19.58,12,2013-10-03T00:00:00,2013-11-01T00:00:00
1796186,8932,101026002,Therm,,13.16,,2013-05-03T00:00:00,2013-06-04T00:00:00
1796186,8932,101026002,Therm,,330.75,439,2014-12-03T00:00:00,2015-01-05T00:00:00
1796186,8932,101026002,Therm,,60.4,80,2014-10-02T00:00:00,2014-11-04T00:00:00
1796186,8932,101026002,Therm,,11.94,,2014-06-04T00:00:00,2014-07-03T00:00:00
1796186,8932,101026002,Therm,,60.4,57,2013-11-01T00:00:00,2013-12-04T00:00:00
1796186,8932,101026002,Therm,,12.75,,2013-06-04T00:00:00,2013-07-05T00:00:00
1796186,8932,101026002,Therm,,399.87,496,2015-01-05T00:00:00,2015-02-05T00:00:00
1796186,8932,101026002,Therm,,10.29,,2014-07-03T00:00:00,2014-07-28T00:00:00
1796186,8932,101026002,Therm,,208.55,252,2014-02-04T00:00:00,2014-03-05T00:00:00
1796186,8932,101026002,Therm,,149.55,166,2013-12-04T00:00:00,2014-01-03T00:00:00
1796186,8932,101026002,Therm,,12.75,,2013-07-05T00:00:00,2013-08-05T00:00:00
1796186,8924,8478301,kWh,,259.26,2034,2015-02-05T00:00:00,2015-03-05T00:00:00
1796186,8924,8478301,kWh,,163.78,1155,2014-09-05T00:00:00,2014-10-03T00:00:00
1796186,8924,8478301,kWh,,36.22,171,2014-03-05T00:00:00,2014-04-03T00:00:00
1796186,8924,8478301,kWh,,46.18,249,2013-10-03T00:00:00,2013-11-01T00:00:00
1796186,8924,8478301,kWh,,119.59,763,2013-08-06T00:00:00,2013-09-08T00:00:00
1796186,8924,8478301,kWh,,68.18,411,2013-05-04T00:00:00,2013-06-05T00:00:00
1796186,8924,8478301,kWh,,278.35,2184,2015-01-06T00:00:00,2015-02-05T00:00:00
1796186,8924,8478301,kWh,,25.66,168,2014-08-29T00:00:00,2014-09-05T00:00:00
1796186,8924,8478301,kWh,,39.32,202,2014-02-05T00:00:00,2014-03-05T00:00:00
1796186,8924,8478301,kWh,,87.79,563,2013-09-08T00:00:00,2013-10-03T00:00:00
1796186,8924,8478301,kWh,,113.75,719,2013-07-04T00:00:00,2013-08-06T00:00:00
1796186,8924,8478301,kWh,,261.74,2050,2014-03-05T00:00:00,2014-04-03T00:00:00
1796186,8924,8478301,kWh,,312.71,2501,2014-10-03T00:00:00,2014-11-05T00:00:00
1796186,8924,8478301,kWh,,37.83,180,2014-04-03T00:00:00,2014-05-03T00:00:00
1796186,8924,8478301,kWh,,34.98,138,2013-11-01T00:00:00,2013-12-04T00:00:00
1796186,8924,8478301,kWh,,44.55,231,2013-04-04T00:00:00,2013-05-04T00:00:00
1796186,8924,8478301,kWh,,257.77,2053,2014-11-05T00:00:00,2014-12-04T00:00:00
1796186,8924,8478301,kWh,,75.15,477,2014-07-03T00:00:00,2014-07-27T00:00:00
1796186,8924,8478301,kWh,,56.02,321,2014-05-03T00:00:00,2014-06-04T00:00:00
1796186,8924,8478301,kWh,,40.07,190,2013-12-04T00:00:00,2014-01-04T00:00:00
1796186,8924,8478301,kWh,,309.06,2462,2014-12-04T00:00:00,2015-01-06T00:00:00
1796186,8924,8478301,kWh,,102.04,646,2014-07-27T00:00:00,2014-08-29T00:00:00
1796186,8924,8478301,kWh,,84.54,528,2014-06-04T00:00:00,2014-07-03T00:00:00
1796186,8924,8478301,kWh,,47.89,256,2014-01-04T00:00:00,2014-02-05T00:00:00
1796186,8924,8478301,kWh,,103.03,655,2013-06-05T00:00:00,2013-07-04T00:00:00
1796188,6957,110547226,Therm,Natural Gas,12.75,,2013-09-12T00:00:00,2013-10-13T00:00:00
1796188,6957,110547226,Therm,Natural Gas,101.1,125,2013-11-11T00:00:00,2013-12-10T00:00:00
1796188,6957,110547226,Therm,Natural Gas,11.94,,2014-07-14T00:00:00,2014-08-12T00:00:00
1796188,6957,110547226,Therm,Natural Gas,167.9,209,2013-12-10T00:00:00,2014-01-13T00:00:00
1796188,6957,110547226,Therm,Natural Gas,13.16,,2013-07-11T00:00:00,2013-08-12T00:00:00
1796188,6957,110547226,Therm,Natural Gas,115.86,141,2015-01-13T00:00:00,2015-02-13T00:00:00
1796188,6957,110547226,Therm,Natural Gas,19.34,9,2014-09-11T00:00:00,2014-10-13T00:00:00
1796188,6957,110547226,Therm,Natural Gas,150.48,166,2014-02-12T00:00:00,2014-03-12T00:00:00
1796188,6957,110547226,Therm,Natural Gas,41.64,42,2014-10-13T00:00:00,2014-11-11T00:00:00
1796188,6957,110547226,Therm,Natural Gas,12.35,,2014-05-12T00:00:00,2014-06-11T00:00:00
1796188,6957,110547226,Therm,Natural Gas,91.14,92,2014-03-12T00:00:00,2014-04-10T00:00:00
1796188,6957,110547226,Therm,Natural Gas,38.42,43,2013-10-13T00:00:00,2013-11-11T00:00:00
1796188,6957,110547226,Therm,Natural Gas,107.49,122,2014-11-11T00:00:00,2014-12-10T00:00:00
1796188,6957,110547226,Therm,Natural Gas,13.57,,2014-06-11T00:00:00,2014-07-14T00:00:00
1796188,6957,110547226,Therm,Natural Gas,16.25,4,2014-04-10T00:00:00,2014-05-12T00:00:00
1796188,6957,110547226,Therm,Natural Gas,132.14,150,2014-12-10T00:00:00,2015-01-13T00:00:00
1796188,6957,110547226,Therm,Natural Gas,12.35,,2014-08-12T00:00:00,2014-09-11T00:00:00
1796188,6957,110547226,Therm,Natural Gas,175,206,2014-01-13T00:00:00,2014-02-12T00:00:00
1796188,6957,110547226,Therm,Natural Gas,12.75,,2013-08-12T00:00:00,2013-09-12T00:00:00
1796188,6957,110547226,Therm,Natural Gas,11.94,,2013-08-08T00:00:00,2014-08-27T00:00:00
1796188,6957,110547226,Therm,Natural Gas,150.48,166,2013-08-03T00:00:00,2014-03-27T00:00:00
1796188,6957,110547226,Therm,Natural Gas,13.16,,2013-07-27T00:00:00,2013-08-27T00:00:00
1796188,6957,110547226,Therm,Natural Gas,16.25,4,2013-08-05T00:00:00,2014-05-27T00:00:00
1796188,6956,922219627,kWh,Electricity,181.32,1447,2014-11-12T00:00:00,2014-12-11T00:00:00
1796188,6956,922219627,kWh,Electricity,262.62,1925,2014-06-12T00:00:00,2014-07-15T00:00:00
1796188,6956,922219627,kWh,Electricity,156.63,1241,2014-03-13T00:00:00,2014-04-11T00:00:00
1796188,6956,922219627,kWh,Electricity,198.28,1617,2013-10-14T00:00:00,2013-11-12T00:00:00
1796188,6956,922219627,kWh,Electricity,251.68,1920,2014-09-12T00:00:00,2014-10-14T00:00:00
1796188,6956,922219627,kWh,Electricity,216.62,1737,2014-01-13T00:00:00,2014-02-13T00:00:00
1796188,6956,922219627,kWh,Electricity,260.35,1945,2013-08-13T00:00:00,2013-09-12T00:00:00
1796188,6956,922219627,kWh,Electricity,207.8,1668,2014-10-14T00:00:00,2014-11-12T00:00:00
1796188,6956,922219627,kWh,Electricity,141.02,1113,2014-02-13T00:00:00,2014-03-13T00:00:00
1796188,6956,922219627,kWh,Electricity,228.47,1766,2013-09-12T00:00:00,2013-10-14T00:00:00
1796188,6956,922219627,kWh,Electricity,273.85,2045,2013-07-12T00:00:00,2013-08-13T00:00:00
1796188,6956,922219627,kWh,Electricity,221.37,1749,2014-12-11T00:00:00,2015-01-13T00:00:00
1796188,6956,922219627,kWh,Electricity,234.92,1723,2014-07-15T00:00:00,2014-08-13T00:00:00
1796188,6956,922219627,kWh,Electricity,256.31,2066,2014-04-11T00:00:00,2014-05-13T00:00:00
1796188,6956,922219627,kWh,Electricity,187.93,1529,2013-11-12T00:00:00,2013-12-11T00:00:00
1796188,6956,922219627,kWh,Electricity,231.66,1804,2015-01-13T00:00:00,2015-02-12T00:00:00
1796188,6956,922219627,kWh,Electricity,342.22,2538,2014-08-13T00:00:00,2014-09-12T00:00:00
1796188,6956,922219627,kWh,Electricity,294.02,2294,2014-05-13T00:00:00,2014-06-12T00:00:00
1796188,6956,922219627,kWh,Electricity,260.7,2123,2013-12-11T00:00:00,2014-01-13T00:00:00
1796188,6956,922219627,kWh,Electricity,342.22,2538,2013-08-28T00:00:00,2014-09-26T00:00:00
1796188,6956,922219627,kWh,Electricity,156.63,1241,2013-08-23T00:00:00,2014-04-25T00:00:00
1796188,6956,922219627,kWh,Electricity,260.7,2123,2013-08-20T00:00:00,2014-01-27T00:00:00
1796188,6956,922219627,kWh,Electricity,273.85,2045,2013-08-15T00:00:00,2013-08-27T00:00:00
1796188,6956,922219627,kWh,Electricity,234.92,1723,2013-08-27T00:00:00,2014-08-27T00:00:00
1796188,6956,922219627,kWh,Electricity,228.47,1766,2013-08-17T00:00:00,2013-10-28T00:00:00
1796188,6956,922219627,kWh,Electricity,207.8,1668,2013-08-30T00:00:00,2014-11-26T00:00:00
1796188,6956,922219627,kWh,Electricity,294.02,2294,2013-08-25T00:00:00,2014-06-26T00:00:00
1796189,6944,923659392,kWh,Electricity,127.23,914,2014-09-04T00:00:00,2014-10-03T00:00:00
1796189,6944,923659392,kWh,Electricity,81.25,605,2014-04-03T00:00:00,2014-05-05T00:00:00
1796189,6944,923659392,kWh,Electricity,97.24,743,2014-01-06T00:00:00,2014-02-05T00:00:00
1796189,6944,923659392,kWh,Electricity,22.98,154,2013-09-05T00:00:00,2013-09-16T00:00:00
1796189,6944,923659392,kWh,Electricity,105.4,787,2015-01-06T00:00:00,2015-02-04T00:00:00
1796189,6944,923659392,kWh,Electricity,95.85,736,2014-11-05T00:00:00,2014-12-03T00:00:00
1796189,6944,923659392,kWh,Electricity,74.85,508,2014-06-04T00:00:00,2014-07-03T00:00:00
1796189,6944,923659392,kWh,Electricity,88.36,674,2013-10-03T00:00:00,2013-11-05T00:00:00
1796189,6944,923659392,kWh,Electricity,7.2,26,2013-07-03T00:00:00,2013-07-17T00:00:00
1796189,6944,923659392,kWh,Electricity,81.75,552,2014-07-03T00:00:00,2014-08-05T00:00:00
1796189,6944,923659392,kWh,Electricity,81.99,560,2014-08-05T00:00:00,2014-09-04T00:00:00
1796189,6944,923659392,kWh,Electricity,97.57,748,2014-03-05T00:00:00,2014-04-03T00:00:00
1796189,6944,923659392,kWh,Electricity,96.88,744,2013-12-04T00:00:00,2014-01-06T00:00:00
1796189,6944,923659392,kWh,Electricity,8.55,30,2013-08-19T00:00:00,2013-09-05T00:00:00
1796189,6944,923659392,kWh,Electricity,68.8,499,2014-05-05T00:00:00,2014-06-04T00:00:00
1796189,6944,923659392,kWh,Electricity,138.31,1079,2014-10-03T00:00:00,2014-11-05T00:00:00
1796189,6944,923659392,kWh,Electricity,96.57,742,2014-02-05T00:00:00,2014-03-05T00:00:00
1796189,6944,923659392,kWh,Electricity,46.23,326,2013-09-16T00:00:00,2013-10-03T00:00:00
1796189,6944,923659392,kWh,Electricity,105.36,797,2014-12-03T00:00:00,2015-01-06T00:00:00
1796189,6944,923659392,kWh,Electricity,79.5,608,2013-11-05T00:00:00,2013-12-04T00:00:00
1796189,6944,923659392,kWh,Electricity,20.17,86,2013-07-17T00:00:00,2013-08-19T00:00:00
1796189,6944,923659392,kWh,Electricity,127.23,914,2014-10-04T00:00:00,2014-11-01T00:00:00
1796189,6944,923659392,kWh,Electricity,138.31,1079,2014-11-02T00:00:00,2014-12-04T00:00:00
1796189,6944,923659392,kWh,Electricity,68.8,499,2014-06-04T00:00:00,2014-07-03T00:00:00
1796189,6944,923659392,kWh,Electricity,97.57,748,2014-04-04T00:00:00,2014-05-02T00:00:00
1796189,6944,923659392,kWh,Electricity,88.36,674,2013-11-02T00:00:00,2013-12-04T00:00:00
1796189,6944,923659392,kWh,Electricity,95.85,736,2014-12-05T00:00:00,2015-01-01T00:00:00
1796189,6944,923659392,kWh,Electricity,74.85,508,2014-07-04T00:00:00,2014-08-01T00:00:00
1796189,6944,923659392,kWh,Electricity,81.25,605,2014-05-03T00:00:00,2014-06-03T00:00:00
1796189,6944,923659392,kWh,Electricity,79.5,608,2013-12-05T00:00:00,2014-01-02T00:00:00
1796189,6944,923659392,kWh,Electricity,105.36,797,2015-01-02T00:00:00,2015-02-04T00:00:00
1796189,6944,923659392,kWh,Electricity,81.75,552,2014-08-02T00:00:00,2014-09-03T00:00:00
1796189,6944,923659392,kWh,Electricity,96.88,744,2014-01-03T00:00:00,2014-02-04T00:00:00
1796189,6944,923659392,kWh,Electricity,8.55,30,2013-09-18T00:00:00,2013-10-04T00:00:00
1796189,6944,923659392,kWh,Electricity,7.2,26,2013-08-02T00:00:00,2013-08-15T00:00:00
1796189,6938,110547356,Therm,Natural Gas,27.63,24,2013-10-02T00:00:00,2013-11-04T00:00:00
1796189,6938,110547356,Therm,Natural Gas,17.97,7,2014-10-03T00:00:00,2014-11-04T00:00:00
1796189,6938,110547356,Therm,Natural Gas,5.76,,2013-07-02T00:00:00,2013-07-16T00:00:00
1796189,6938,110547356,Therm,Natural Gas,138.05,154,2014-12-02T00:00:00,2015-01-06T00:00:00
1796189,6938,110547356,Therm,Natural Gas,12.35,,2014-08-04T00:00:00,2014-09-03T00:00:00
1796189,6938,110547356,Therm,Natural Gas,162.51,207,2015-01-06T00:00:00,2015-02-03T00:00:00
1796189,6938,110547356,Therm,Natural Gas,168.19,200,2014-01-05T00:00:00,2014-02-04T00:00:00
1796189,6938,110547356,Therm,Natural Gas,4.12,,2013-09-06T00:00:00,2013-09-16T00:00:00
1796189,6938,110547356,Therm,Natural Gas,12.35,,2014-09-03T00:00:00,2014-10-03T00:00:00
1796189,6938,110547356,Therm,Natural Gas,11.94,,2014-06-04T00:00:00,2014-07-03T00:00:00
1796189,6938,110547356,Therm,Natural Gas,15.05,3,2014-05-04T00:00:00,2014-06-04T00:00:00
1796189,6938,110547356,Therm,Natural Gas,48.91,52,2013-11-04T00:00:00,2013-12-03T00:00:00
1796189,6938,110547356,Therm,Natural Gas,96.85,96,2014-03-04T00:00:00,2014-04-02T00:00:00
1796189,6938,110547356,Therm,Natural Gas,13.99,,2013-07-16T00:00:00,2013-08-19T00:00:00
1796189,6938,110547356,Therm,Natural Gas,100.72,115,2014-11-04T00:00:00,2014-12-02T00:00:00
1796189,6938,110547356,Therm,Natural Gas,13.16,,2014-07-03T00:00:00,2014-08-04T00:00:00
1796189,6938,110547356,Therm,Natural Gas,7.41,,2013-08-19T00:00:00,2013-09-06T00:00:00
1796189,6938,110547356,Therm,Natural Gas,133.51,166,2013-12-03T00:00:00,2014-01-05T00:00:00
1796189,6938,110547356,Therm,Natural Gas,44.27,40,2014-04-02T00:00:00,2014-05-04T00:00:00
1796189,6938,110547356,Therm,Natural Gas,162.06,184,2014-02-04T00:00:00,2014-03-04T00:00:00
1796189,6938,110547356,Therm,Natural Gas,6.58,,2013-09-16T00:00:00,2013-10-02T00:00:00
1796189,6938,110547356,Therm,Natural Gas,138.05,154,2015-01-02T00:00:00,2015-02-05T00:00:00
1796189,6938,110547356,Therm,Natural Gas,162.51,207,2015-02-06T00:00:00,2015-03-05T00:00:00
1796189,6938,110547356,Therm,Natural Gas,12.35,,2014-09-04T00:00:00,2014-10-03T00:00:00
1796189,6938,110547356,Therm,Natural Gas,12.35,,2014-10-04T00:00:00,2014-11-02T00:00:00
1796192,6959,5888208,Therm,Natural Gas,12.35,,2014-04-13T00:00:00,2014-05-13T00:00:00
1796192,6959,5888208,Therm,Natural Gas,261.48,316,2014-12-12T00:00:00,2015-01-14T00:00:00
1796192,6959,5888208,Therm,Natural Gas,12.75,,2014-01-14T00:00:00,2014-02-14T00:00:00
1796192,6959,5888208,Therm,Natural Gas,21,12,2014-09-14T00:00:00,2014-10-15T00:00:00
1796192,6959,5888208,Therm,Natural Gas,12.35,,2014-03-14T00:00:00,2014-04-13T00:00:00
1796192,6959,5888208,Therm,Natural Gas,8.23,,2013-10-23T00:00:00,2013-11-12T00:00:00
1796192,6959,5888208,Therm,Natural Gas,71.15,83,2014-10-15T00:00:00,2014-11-13T00:00:00
1796192,6959,5888208,Therm,Natural Gas,2.06,,2014-06-12T00:00:00,2014-06-17T00:00:00
1796192,6959,5888208,Therm,Natural Gas,11.94,,2013-11-12T00:00:00,2013-12-11T00:00:00
1796192,6959,5888208,Therm,Natural Gas,213.08,256,2014-11-13T00:00:00,2014-12-12T00:00:00
1796192,6959,5888208,Therm,Natural Gas,11.94,,2014-06-17T00:00:00,2014-07-16T00:00:00
1796192,6959,5888208,Therm,Natural Gas,12.35,,2014-05-13T00:00:00,2014-06-12T00:00:00
1796192,6959,5888208,Therm,Natural Gas,13.99,,2013-12-11T00:00:00,2014-01-14T00:00:00
1796192,6959,5888208,Therm,Natural Gas,11.94,,2014-07-16T00:00:00,2014-08-14T00:00:00
1796192,6959,5888208,Therm,Natural Gas,255.12,332,2015-01-14T00:00:00,2015-02-13T00:00:00
1796192,6959,5888208,Therm,Natural Gas,12.75,,2014-08-14T00:00:00,2014-09-14T00:00:00
1796192,6959,5888208,Therm,Natural Gas,11.52,,2014-02-14T00:00:00,2014-03-14T00:00:00
1796192,6959,5888208,Therm,Natural Gas,261.48,316,2014-12-26T00:00:00,2015-01-27T00:00:00
1796192,6959,5888208,Therm,Natural Gas,2.06,,2014-06-26T00:00:00,2014-06-30T00:00:00
1796192,6959,5888208,Therm,Natural Gas,12.75,,2014-01-28T00:00:00,2014-02-27T00:00:00
1796192,6959,5888208,Therm,Natural Gas,12.35,,2014-05-27T00:00:00,2014-06-25T00:00:00
1796192,6959,5888208,Therm,Natural Gas,8.23,,2013-11-06T00:00:00,2013-11-25T00:00:00
1796192,6945,922219261,kWh,Electricity,427.53,3408,2015-01-14T00:00:00,2015-02-13T00:00:00
1796192,6945,922219261,kWh,Electricity,60.39,392,2014-08-14T00:00:00,2014-09-15T00:00:00
1796192,6945,922219261,kWh,Electricity,29.54,164,2014-06-17T00:00:00,2014-07-16T00:00:00
1796192,6945,922219261,kWh,Electricity,11.21,25,2014-04-14T00:00:00,2014-05-14T00:00:00
1796192,6945,922219261,kWh,Electricity,436.36,3541,2014-12-12T00:00:00,2015-01-14T00:00:00
1796192,6945,922219261,kWh,Electricity,14.59,51,2014-05-18T00:00:00,2014-06-17T00:00:00
1796192,6945,922219261,kWh,Electricity,37.96,246,2014-01-14T00:00:00,2014-02-14T00:00:00
1796192,6945,922219261,kWh,Electricity,16.94,95,2013-10-23T00:00:00,2013-11-13T00:00:00
1796192,6945,922219261,kWh,Electricity,16.89,77,2014-02-14T00:00:00,2014-03-14T00:00:00
1796192,6945,922219261,kWh,Electricity,71.73,505,2014-09-15T00:00:00,2014-10-15T00:00:00
1796192,6945,922219261,kWh,Electricity,53.64,347,2014-07-16T00:00:00,2014-08-14T00:00:00
1796192,6945,922219261,kWh,Electricity,22.13,114,2014-03-14T00:00:00,2014-04-14T00:00:00
1796192,6945,922219261,kWh,Electricity,186.95,1494,2014-10-15T00:00:00,2014-11-13T00:00:00
1796192,6945,922219261,kWh,Electricity,246.67,2028,2013-11-13T00:00:00,2013-12-12T00:00:00
1796192,6945,922219261,kWh,Electricity,379.66,3114,2014-11-13T00:00:00,2014-12-12T00:00:00
1796192,6945,922219261,kWh,Electricity,2.29,9,2014-05-14T00:00:00,2014-05-18T00:00:00
1796192,6945,922219261,kWh,Electricity,183.14,1468,2013-12-12T00:00:00,2014-01-14T00:00:00
1796192,6945,922219261,kWh,Electricity,436.36,3541,2014-12-25T00:00:00,2015-01-26T00:00:00
1796192,6945,922219261,kWh,Electricity,37.96,246,2014-01-27T00:00:00,2014-02-26T00:00:00
1796192,6945,922219261,kWh,Electricity,16.89,77,2014-02-27T00:00:00,2014-03-26T00:00:00
1796192,6945,922219261,kWh,Electricity,60.39,392,2014-08-27T00:00:00,2014-09-27T00:00:00
1796193,8940,708561701,kWh,,360.07,2645,2013-07-03T00:00:00,2013-08-05T00:00:00
1796193,8940,708561701,kWh,,175.83,1318,2013-05-03T00:00:00,2013-06-05T00:00:00
1796193,8940,708561701,kWh,,134.38,979,2012-10-04T00:00:00,2012-11-02T00:00:00
1796193,8940,708561701,kWh,,152.06,1107,2012-11-02T00:00:00,2012-12-05T00:00:00
1796193,8940,708561701,kWh,,196.64,1382,2012-09-06T00:00:00,2012-10-04T00:00:00
1796193,8940,708561701,kWh,,129.74,953,2014-02-05T00:00:00,2014-03-05T00:00:00
1796193,8940,708561701,kWh,,177.38,1261,2013-09-05T00:00:00,2013-10-03T00:00:00
1796193,8940,708561701,kWh,,183.05,1423,2013-02-05T00:00:00,2013-03-05T00:00:00
1796193,8940,708561701,kWh,,458.65,3346,2012-07-04T00:00:00,2012-08-06T00:00:00
1796193,8940,708561701,kWh,,7.21,,2014-03-05T00:00:00,2014-03-18T00:00:00
1796193,8940,708561701,kWh,,157.79,1185,2013-10-03T00:00:00,2013-11-05T00:00:00
1796193,8940,708561701,kWh,,269.06,1943,2013-08-05T00:00:00,2013-09-05T00:00:00
1796193,8940,708561701,kWh,,193.6,1508,2013-03-05T00:00:00,2013-04-03T00:00:00
1796193,8940,708561701,kWh,,379.49,2741,2012-08-06T00:00:00,2012-09-06T00:00:00
1796193,8940,708561701,kWh,,107.98,827,2014-03-18T00:00:00,2014-04-03T00:00:00
1796193,8940,708561701,kWh,,143.34,1081,2013-11-05T00:00:00,2013-12-04T00:00:00
1796193,8940,708561701,kWh,,191.68,1487,2013-04-03T00:00:00,2013-05-03T00:00:00
1796193,8940,708561701,kWh,,166.56,1236,2012-04-03T00:00:00,2012-05-04T00:00:00
1796193,8940,708561701,kWh,,181.04,1378,2013-12-04T00:00:00,2014-01-06T00:00:00
1796193,8940,708561701,kWh,,156.08,1158,2012-12-05T00:00:00,2013-01-04T00:00:00
1796193,8940,708561701,kWh,,201.42,1497,2012-05-04T00:00:00,2012-06-05T00:00:00
1796193,8940,708561701,kWh,,147.61,1093,2014-01-06T00:00:00,2014-02-05T00:00:00
